Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
R12,Chrome 77.0.3865.120,,,2019-10-30 10:22:15,2019-10-30 10:25:07,2m - 52.538s,FAILED
,,,,,,,
Test Cases/TestRail/Create Offer,Chrome 77.0.3865.120,,,2019-10-30 10:22:15,2019-10-30 10:23:05,49.676s,FAILED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-30 10:22:16,2019-10-30 10:22:25,9.503s,PASSED
"navigateToUrl(""https://sandbox.gsm.auto/logout"")",Chrome 77.0.3865.120,,,2019-10-30 10:22:25,2019-10-30 10:22:32,6.285s,PASSED
"click(findTestObject(""Object Repository/TestRail/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-30 10:22:32,2019-10-30 10:23:05,33.113s,FAILED
,,,,,,,
Test Cases/TestRail/Delete Offer,Chrome 77.0.3865.120,,,2019-10-30 10:23:05,2019-10-30 10:23:37,32.281s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-30 10:23:05,2019-10-30 10:23:12,6.381s,PASSED
"navigateToUrl(""https://sandbox.gsm.auto/logout"")",Chrome 77.0.3865.120,,,2019-10-30 10:23:12,2019-10-30 10:23:17,5.228s,PASSED
"click(findTestObject(""Object Repository/TestRail/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-30 10:23:17,2019-10-30 10:23:24,7.641s,PASSED
"setText(findTestObject(""Object Repository/TestRail/Page_GSM Login/input_Email Address_email""), ""sankaran@totient.co.in"")",Chrome 77.0.3865.120,,,2019-10-30 10:23:24,2019-10-30 10:23:29,4.746s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TestRail/Page_GSM Login/input_Password_password""), ""4bOuNFpH31s4Qkh1shYRow=="")",Chrome 77.0.3865.120,,,2019-10-30 10:23:29,2019-10-30 10:23:34,4.690s,PASSED
"click(findTestObject(""Object Repository/TestRail/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-30 10:23:34,2019-10-30 10:23:36,2.453s,PASSED
closeBrowser(),Chrome 77.0.3865.120,,,2019-10-30 10:23:36,2019-10-30 10:23:37,0.785s,PASSED
,,,,,,,
Test Cases/TestRail/Edit Offer,Chrome 77.0.3865.120,,,2019-10-30 10:23:37,2019-10-30 10:24:07,29.642s,PASSED
