Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
R12,Chrome 77.0.3865.120,,,2019-10-30 09:49:28,2019-10-30 09:52:22,2m - 53.977s,PASSED
,,,,,,,
Test Cases/TestRail/Create Offer,Chrome 77.0.3865.120,,,2019-10-30 09:49:28,2019-10-30 09:50:07,38.916s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-30 09:49:29,2019-10-30 09:49:37,7.682s,PASSED
"navigateToUrl(""https://sandbox.gsm.auto/logout"")",Chrome 77.0.3865.120,,,2019-10-30 09:49:37,2019-10-30 09:49:46,9.045s,PASSED
"click(findTestObject(""Object Repository/TestRail/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-30 09:49:46,2019-10-30 09:49:55,8.851s,PASSED
"setText(findTestObject(""Object Repository/TestRail/Page_GSM Login/input_Email Address_email""), ""sankaran@totient.co.in"")",Chrome 77.0.3865.120,,,2019-10-30 09:49:55,2019-10-30 09:49:59,4.786s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TestRail/Page_GSM Login/input_Password_password""), ""4bOuNFpH31s4Qkh1shYRow=="")",Chrome 77.0.3865.120,,,2019-10-30 09:49:59,2019-10-30 09:50:04,4.742s,PASSED
"click(findTestObject(""Object Repository/TestRail/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-30 09:50:04,2019-10-30 09:50:07,2.523s,PASSED
closeBrowser(),Chrome 77.0.3865.120,,,2019-10-30 09:50:07,2019-10-30 09:50:07,0.780s,PASSED
,,,,,,,
Test Cases/TestRail/Delete Offer,Chrome 77.0.3865.120,,,2019-10-30 09:50:07,2019-10-30 09:50:40,32.211s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-30 09:50:08,2019-10-30 09:50:13,5.535s,PASSED
"navigateToUrl(""https://sandbox.gsm.auto/logout"")",Chrome 77.0.3865.120,,,2019-10-30 09:50:13,2019-10-30 09:50:21,7.565s,PASSED
"click(findTestObject(""Object Repository/TestRail/Page_GSM Portal/button_Log in""))",Chrome 77.0.3865.120,,,2019-10-30 09:50:21,2019-10-30 09:50:27,6.138s,PASSED
"setText(findTestObject(""Object Repository/TestRail/Page_GSM Login/input_Email Address_email""), ""sankaran@totient.co.in"")",Chrome 77.0.3865.120,,,2019-10-30 09:50:27,2019-10-30 09:50:32,4.734s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TestRail/Page_GSM Login/input_Password_password""), ""4bOuNFpH31s4Qkh1shYRow=="")",Chrome 77.0.3865.120,,,2019-10-30 09:50:32,2019-10-30 09:50:36,4.604s,PASSED
"click(findTestObject(""Object Repository/TestRail/Page_GSM Login/button_Log In""))",Chrome 77.0.3865.120,,,2019-10-30 09:50:36,2019-10-30 09:50:39,2.544s,PASSED
closeBrowser(),Chrome 77.0.3865.120,,,2019-10-30 09:50:39,2019-10-30 09:50:40,0.758s,PASSED
,,,,,,,
Test Cases/TestRail/Edit Offer,Chrome 77.0.3865.120,,,2019-10-30 09:50:40,2019-10-30 09:51:15,35.453s,PASSED
